text,label,source_model
alhamdulillah pas diterima di kampus barunya itu. tapi rasanya gak begitu senang sih.,anger,qwen2.5:7b
"saatnya nyoba makan sayur lagi ya, tapi udah lama nggak minum air putih banyak.",anger,qwen2.5:7b
"kamu ngerti kan, ini ada bug yang bikin tampilan ga responsif gitu.",anger,qwen2.5:7b
teman-teman main game aja sepanjang hari itu bikin aku males banget ngerjainnya.,anger,qwen2.5:7b
maunya sempat kerja keras lalu gak dapat bonus apa-apa. gila deh!,anger,qwen2.5:7b
pagi ini lembur lagi ya? udah kaya 10 hari terus.,anger,qwen2.5:7b
"gadis itu ngomong seenaknya, sering bikin ku tersinggung aja gitu.",anger,qwen2.5:7b
konten yang diupload temen itu kadang bikin aku kesal juga. mending nggak usah dibagikan aja.,anger,qwen2.5:7b
emang ngasih tugas hari ini juga?,anger,qwen2.5:7b
gatau mau jadi apa begini,anger,qwen2.5:7b
sekolah bikin bosen,anger,qwen2.5:7b
tinggal rumah aja aja baper banget,anger,qwen2.5:7b
ngerasa emang dipermalukan,anger,qwen2.5:7b
kok susah ngumpul dengannya,anger,qwen2.5:7b
jelasin soal uas kayak gmana?,anger,qwen2.5:7b
sudah lama gak dapet perhatian,anger,qwen2.5:7b
nih buat tugas juga ga ada insentif,anger,qwen2.5:7b
masa gitu aja harus kerja keras?,anger,qwen2.5:7b
aku males ngerjain yang lain,anger,qwen2.5:7b
gak bisa ngeluh sama orang tuanya,anger,qwen2.5:7b
"nih, gimana cara atasi marah-marahnya?",anger,qwen2.5:7b
emangnya nggak ada yang bisa bikin amuh?,anger,qwen2.5:7b
beneran gampang sih nyolosin orang lain?,anger,qwen2.5:7b
"minta ampun, emosi kuat ya",anger,qwen2.5:7b
ngemil makanan enak aja ga ampuh?,anger,qwen2.5:7b
lu seringnya gak ada2 stress tapi tiba2 panas badan lu,anger,qwen2.5:7b
gara2 lu ngeliat postingannya dia langsung nge-angry,anger,qwen2.5:7b
gua kirim pesan2 aja gitu trus balasannya pake wajah2 marah,anger,qwen2.5:7b
buat apa ya gua beli buku ini jadi gak baca,anger,qwen2.5:7b
lu bener-bener seringnya mikirin hal-hal kecil sampe emang ngerasa marah,anger,qwen2.5:7b
gua pernah di bully lu2 sama temen sampe pusing badan,anger,qwen2.5:7b
ada aja gitu situasinya bikin gua jadi ngamuk,anger,qwen2.5:7b
"gua udah coba ngobatin tapi gak berhasil, kok masih marah",anger,qwen2.5:7b
lu merasa bosen ama rutinitasnya dan jadi gerutu gitu,anger,qwen2.5:7b
gua teringat masa kecil ngerasa diabaikan sama orang tuanya trus emang marah,anger,qwen2.5:7b
ada aja masalahnya sampe mau ngeluarin kata2 kasar,anger,qwen2.5:7b
"tiba2 lu bener-bener gak sabaran sama segala hal, suka samper panas badan",anger,qwen2.5:7b
saya merasa sedih dan kesal banget sih hari ini.,anger,qwen2.5:7b
"ngerasa emang ga cukup baik, kayaknya.",anger,qwen2.5:7b
"masih belum percaya sama diri sendiri, ngerti?",anger,qwen2.5:7b
"terus baperin aja sih, rasanya.",anger,qwen2.5:7b
emang ga pernah merasa lebih baik dari orang lain.,anger,qwen2.5:7b
"kok udah banyak yang bisa lebih baik daripada saya, ya?",anger,qwen2.5:7b
ngomong-ngomong soal self-worth itu kayaknya.,anger,qwen2.5:7b
ngerasa emang ga ada arti aja.,anger,qwen2.5:7b
masih pusing-pusing sama diri sendiri sih.,anger,qwen2.5:7b
emang merasa diri ini gak bagus-bagus.,anger,qwen2.5:7b
bisa ngerti kenapa orang2 sekitar sering ngecualain?,anger,qwen2.5:7b
sering terpikirin kalau emang ga cocok di mana pun,anger,qwen2.5:7b
lu ga ngrrnyain aku lu ngerti gak?,anger,qwen2.5:7b
gua blom dapat kabar deh lu udah kapan2 ya?,anger,qwen2.5:7b
gue nulis pesan lg lu masih bgt,anger,qwen2.5:7b
gue jg seneng klo lu gampang ngebalas,anger,qwen2.5:7b
blm sempet balas chat gw yaa,anger,qwen2.5:7b
gue bener2 cemas lu ga ngambil obatnya,anger,qwen2.5:7b
lu udah lama blm nganterin project gua ya?,anger,qwen2.5:7b
gua minta tolong aja lu nolain,anger,qwen2.5:7b
gue lagi stress deh lu ngerti gak,anger,qwen2.5:7b
lu ndak abis-abis ngasih informasi kalo gw butuh bantuan,anger,qwen2.5:7b
"blm sempet log in akun gw, lu udah balas ya",anger,qwen2.5:7b
"gue tau lu sibuk, tp jgn lupa aja ok",anger,qwen2.5:7b
gara-gara masalah pekerjaan lagi bosen gitu,anger,qwen2.5:7b
masa kemarin bossnya ngasih deadline terus,anger,qwen2.5:7b
cuma nggak bisa fokus aja,anger,qwen2.5:7b
ketemu dia emang enggak enak,anger,qwen2.5:7b
saya merasa kesal sama situasi ini,anger,qwen2.5:7b
ini udah hari ke-3 bikin saya marah,anger,qwen2.5:7b
masa ya harus kerjain segala sesuatu sendiri,anger,qwen2.5:7b
merasa frustrasi kalo terus diputar-balikkan,anger,qwen2.5:7b
jangan-jangan dia main-main aja,anger,qwen2.5:7b
saya merasa tersinggung sama kata-katanya,anger,qwen2.5:7b
makin lama makin kesal gitu,anger,qwen2.5:7b
masih nggak bisa lepas dari pikiran itu,anger,qwen2.5:7b
bosan sama pekerjaan,anger,qwen2.5:7b
teman nggak nanya aja sih,anger,qwen2.5:7b
jomblo jadi emang males aje,anger,qwen2.5:7b
ngantuk banget siang ini,anger,qwen2.5:7b
gak pake makanin sih sehari,anger,qwen2.5:7b
ngerasa diabaikan aja ya,anger,qwen2.5:7b
kasian sama temen yang udah nikah,anger,qwen2.5:7b
alhamdulillah libur,anger,qwen2.5:7b
gak pernah bisa fokus dech,anger,qwen2.5:7b
mensikapi keadaan aja susah,anger,qwen2.5:7b
bosan juga sama film yang nggak menarik,anger,qwen2.5:7b
ngerasa gak dihargai nih,anger,qwen2.5:7b
"gue lagi kesel sih, ngapa2 aja gak ada reaksi gitu",anger,qwen2.5:7b
"bener2 marah banget, udah coba ini dan itu masih belum ada hasilnya",anger,qwen2.5:7b
"seringnya emang jengkel dengan diri sendiri, rasanya enggak bisa berhenti dipikirin",anger,qwen2.5:7b
"frustrasi juga sih, kalo ngomong ama dia gue merasa nggak diperdengarkan",anger,qwen2.5:7b
"ngapain aja kayak gitu, udah coba banyak cara masih sama aja",anger,qwen2.5:7b
"bosan dan marah sama keadaannya sendiri, terus2an gitu",anger,qwen2.5:7b
"coba2in ini itu aja, masih belum ada perubahan, gak aduh!",anger,qwen2.5:7b
"ini kan emang bikin kesal juga, udah dicoba semua alat yang ada",anger,qwen2.5:7b
"merasa jengkel ama situasi sekarang, kayaknya nggak bakalan berubah",anger,qwen2.5:7b
"gak enak aja sama dia, rasanya terlalu banyak ditekan",anger,qwen2.5:7b
"sering2 merasa frustrasi dengan kondisinya sendiri, terus2an gitu",anger,qwen2.5:7b
"tinggal di sini udah bosen dan kesel, pengen pindah tapi enggak punya uang",anger,qwen2.5:7b
emang dia lagi curhat gitu aja sih? rasanya saya agak kesal,anger,qwen2.5:7b
kenapa ya dia selalu begini? udah ngebuat saya jengkel banget,anger,qwen2.5:7b
"saya coba dekati tapi malah diabaikan, rasanya marah juga",anger,qwen2.5:7b
itu memang lucu tapi kadang bikin saya kesal juga,anger,qwen2.5:7b
kenapa dia begitu emosional ya? sering kali menyinggung perasaan saya,anger,qwen2.5:7b
"mungkin itu ok, tapi saya merasa agak tersinggung",anger,qwen2.5:7b
"saya sebenarnya baper gitu sih, ada rasa marah yang nggak keluar",anger,qwen2.5:7b
emangnya ini wajar ya? rasanya jadi kesal sendiri,anger,qwen2.5:7b
"ada yang perlu diurus nih, biasa aja terasa seperti tersinggung",anger,qwen2.5:7b
"bikin saya agak frustrasi juga ya, harus berpikir dua kali",anger,qwen2.5:7b
kadang ada rasa marah tapi tidak tahu kenapa ya,anger,qwen2.5:7b
saya merasa kesal banget sih kalau begini terus,anger,qwen2.5:7b
saya merasa marah karena tidur saya terganggu.,anger,qwen2.5:7b
"ketika tidak tidur cukup, saya jadi kesal sekali.",anger,qwen2.5:7b
tidur yang kurang bikin saya jengkel ya.,anger,qwen2.5:7b
saya menjadi lebih tersinggung ketika capek fisik.,anger,qwen2.5:7b
kalau ngantuk sih emosi saya lebih mudah naik pitam.,anger,qwen2.5:7b
tidak tidur malam ini bikin perasaan saya semakin frustrasi.,anger,qwen2.5:7b
saya merasa marah karena terus-terusan lelah fisiknya.,anger,qwen2.5:7b
"ketika capek, suka nge-fustrasi gitu, ya.",anger,qwen2.5:7b
gak bisa tidur ini membuat suasana hati saya menjadi kasar.,anger,qwen2.5:7b
tidur yang buruk bikin perasaan jadi lebih marah dan tidak sabar.,anger,qwen2.5:7b
lebih marah ketika terus merasa lelah fisiknya.,anger,qwen2.5:7b
"saya kesal banget karena malam gak bisa tidur, capek kok.",anger,qwen2.5:7b
gila banget tuh!,anger,qwen2.5:7b
gue ngapain aja nih?,anger,qwen2.5:7b
gua marah2an total,anger,qwen2.5:7b
makanya gue males deh,anger,qwen2.5:7b
lu bego lu,anger,qwen2.5:7b
gue bener2 kesal nih,anger,qwen2.5:7b
apa aja sih yang salah?,anger,qwen2.5:7b
ngeluh2 aja gue,anger,qwen2.5:7b
apa ya yang bikin kluane,anger,qwen2.5:7b
gue emang males,anger,qwen2.5:7b
bikin gue marah banget,anger,qwen2.5:7b
gua ngerasa nggak enak badan,anger,qwen2.5:7b
maaf tadi saya sedikit tersinggung dengan penjelasannya.,anger,qwen2.5:7b
ternyata dia tidak memperdulikan pendapatku ya.,anger,qwen2.5:7b
saya merasa sangat frustrasi setelah mendengar kabarnya itu.,anger,qwen2.5:7b
"lanjutkan ini, jangan sampai gaul sama teman-teman yang seenaknya aja.",anger,qwen2.5:7b
"ini terlalu di bawah hargainya, saya emang cuma bisa dipermalukan begitu?",anger,qwen2.5:7b
saya merasa kurang dihargai dan jadi kesal liat situasinya.,anger,qwen2.5:7b
"kita nggak perlu lagi main-main, ini serius!",anger,qwen2.5:7b
"tidak adil sekali rasanya, ya. saya ingin dibedakan dari yang lainnya.",anger,qwen2.5:7b
"coba bantuin ya, saya sedang merasa berat karena hal-hal kecil itu.",anger,qwen2.5:7b
"wah ini memang bikin emosi, mau bilang apa lagi sih?",anger,qwen2.5:7b
saya kurang bisa menerima kenyataan tersebut. ada yang nggak enak di hati.,anger,qwen2.5:7b
"jangan sampai dia pusing juga sama saya, ya. saya merasa tidak ada nilainya disini.",anger,qwen2.5:7b
gak ada yang gitu-gitu ajaib di situ.,anger,qwen2.5:7b
perasaan gak puas dengan situasi itu.,anger,qwen2.5:7b
sering merasa tidak dipahami temen-temen.,anger,qwen2.5:7b
bosan dengan rutinitas sehari-hari.,anger,qwen2.5:7b
"kabar baiknya, banyak solusi bisa ditemukan.",anger,qwen2.5:7b
coba baca artikel tentang manajemen stres.,anger,qwen2.5:7b
mendengar berita buruk itu bikin kepala pusing.,anger,qwen2.5:7b
perlu waktu lebih untuk menyelesaikan pekerjaan ini.,anger,qwen2.5:7b
gagal lagi ngelanjutin proyeknya.,anger,qwen2.5:7b
ngerasa panik sama deadline itu.,anger,qwen2.5:7b
bosan nunggu bossnye approve.,anger,qwen2.5:7b
perkara ini bikin emosi gitu aja ya?,anger,qwen2.5:7b
deadline deh yang bikin stress.,anger,qwen2.5:7b
emangnya deadline udah jadi pengganggu aja?,anger,qwen2.5:7b
"nggak bisa fokus, semua karena tugas.",anger,qwen2.5:7b
ngerasa gak jelasin perasaan ke boss itu.,anger,qwen2.5:7b
bosan ngedelegasikan kerjaannya.,anger,qwen2.5:7b
perasaan nggak nyaman sama deadline.,anger,qwen2.5:7b
gagal lagi menyelesaikan pekerjaannya.,anger,qwen2.5:7b
ngerasa terbebani dengan bobot pekerjaan.,anger,qwen2.5:7b
